show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description,duration_minutes,duration_seasons
s971,Movie,"Battle: Los Angeles","Jonathan Liebesman","Aaron Eckhart, Michelle Rodriguez, Ramon Rodriguez, Bridget Moynahan, Ne-Yo, Michael Peña, Lucas Till, Cory Hardrict, Adetokumboh M'Cormack, Jim Parrack","United States",2021-04-27,2011,PG-13,"Action & Adventure, Sci-Fi & Fantasy","Led by their skillful staff sergeant, a platoon of gutsy Marines fights to protect all humankind from astonishingly powerful aliens.",116,NULL
s780,Movie,"Battlefield Earth","Roger Christian","John Travolta, Barry Pepper, Forest Whitaker, Kim Coates, Sabine Karsenti, Richard Tyson, Kelly Preston, Michael MacRae, Shaun Austin-Olsen, Tim Post, Michael Byrne","United States",2021-06-02,2000,PG-13,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","In the year 3000, an alien race known as the Psychlos devastate planet Earth and force the surviving human population into slavery.",118,NULL
s6254,"TV Show","Battlefield Recovery",Unknown,Unknown,"United Kingdom",2016-08-01,2016,TV-PG,"British TV Shows, Docuseries, Reality TV","A four-man team heads to Latvia and Poland to unearth rare World War II artifacts and shed new light on the bloody battles of the Eastern Front.",NULL,1
s4628,"TV Show",Battlefish,Unknown,Unknown,,2018-09-21,2018,TV-MA,"Reality TV, Science & Nature TV, TV Action & Adventure","Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.",NULL,1
s6255,Movie,Bawarchi,"Hrishikesh Mukherjee","Rajesh Khanna, A.K. Hangal, Durga Khote, Jaya Bhaduri, Kali Bannerjee, Usha Kiran, Asrani, Paintal",India,2019-12-31,1972,TV-PG,"Classic Movies, Comedies, Dramas","A dysfunctional middle-class family is transformed by the attentions of their talented new chef – until he vanishes along with their valuable jewels.",125,NULL
s1928,Movie,"Baxu and the Giants","Florian Schott","Camilla Jo-Ann Daries, Wafeeq Narimab, Anna Louw, Steven Afrikaner, Ashwyn Mberi, Robert Hara Gaeb",Namibia,2020-09-30,2019,TV-PG,"Dramas, International Movies","A young girl grows increasingly concerned about the rhino poaching in her village when it begins to directly impact her impoverished family.",29,NULL
s3964,Movie,Bayonet,"Kyzza Terrazas","Luis Gerardo Méndez, Brontis Jodorowsky, Joonas Saartamo, Laura Birn, Ilkka Koivula, Ville Virtanen, Raúl Villegas, Miriam Balderas, Ximena Guzmán","Mexico, Finland",2019-03-29,2019,TV-MA,"Dramas, International Movies, Sports Movies","Alone in Finland, a retired Mexican boxer lives in desolation under the weight of an agonizing past, until he gets a shot at redemption in the ring.",102,NULL
s6256,Movie,Bazaar,"Sagar Sarhadi","Farooq Shaikh, Smita Patil, Naseeruddin Shah, Bharat Kapoor, Supriya Pathak, Rita Rani Kaul, Malika",India,2019-12-31,1982,TV-14,"Dramas, Independent Movies, International Movies","A young man challenges traditional customs by standing up to the father of the woman he loves, who has promised her to a wealthy expatriate.",121,NULL
s2266,Movie,"Bbuddah Hoga Terra Baap","Puri Jagannadh","Amitabh Bachchan, Hema Malini, Raveena Tandon, Sonu Sood, Sonal Chauhan, Charmy Kaur, Prakash Raj, Makrand Deshpande, Subbaraju, Shawar Ali, Rajeev Verma",India,2020-07-05,2011,TV-14,"Action & Adventure, Comedies, Dramas","A cooly confident aging hit man returns from exile in Paris to his old city, Mumbai, to revisit his past and perform one last job.",116,NULL
s6257,Movie,"Be Here Now","Lilibet Foster","Andy Whitfield","United States, Australia",2017-02-28,2015,TV-MA,Documentaries,"Trace the brave journey of actor Andy Whitfield, who received a devastating cancer diagnosis while starring in the series "Spartacus: Blood and Sand."",110,NULL
s6258,Movie,"Be Somebody","Joshua Caldwell","Matthew Espinosa, Sarah Jeffery, Allison Paige, Tava Smiley, Caitlin Keats, LaMonica Garrett, Mahaley Patel, Mason McCulley, Liana Ramirez","United States",2019-11-20,2016,PG,"Comedies, Dramas, Romantic Movies","To escape the stress of fame, teen pop star Jordan goes incognito in a small town, where he forms a special bond with high school art student Emily.",88,NULL
s5763,"TV Show","Be with Me",Unknown,"Jason Tsou, Queen Wei, River Huang, Fabien Yang, Tang Chen-Kang, Figaro Tseng",Taiwan,2016-10-01,2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas","They were the boy band to beat until fame tore them apart. Ten years later, five friends and an ex-love reunite and find themselves closer than ever.",NULL,1
s5764,"TV Show","Be with You",Unknown,"Bobby Dou, Peijia Huang, Nylon Chen, Vivi Lee, Edison Wang, Serena Fang",Taiwan,2016-10-01,2015,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas","After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue.",NULL,1
s6259,"TV Show",Be-Be-Bears,Unknown,"Nataliya Medvedeva, Polina Kutepova",Russia,2018-08-29,2018,TV-Y,"Kids' TV","Bear buddies Bucky and Bjorn play games, go on far-out adventures and learn about wondrous new things together.",NULL,1
s6260,Movie,"Beak & Brain: Genius Birds From Down Under","Volker Arzt, Angelika Sigl",Unknown,Germany,2017-03-01,2013,TV-G,"Documentaries, International Movies","Whoever came up with the term "bird brain" never met these feathered thinkers, who use their claws and beaks to solve puzzles, make tools and more.",52,NULL
s6261,Movie,"Bean: The Ultimate Disaster Movie","Mel Smith","Rowan Atkinson, Peter MacNicol, John Mills, Pamela Reed, Harris Yulin, Burt Reynolds, Larry Drake, Danny Goldring, Johnny Galecki, Chris Ellis, Andrew Lawrence, Peter Egan, Peter Capaldi, June Brown, Peter James, Sandra Oh","United Kingdom, United States",2018-08-01,1997,PG-13,"Comedies, International Movies","Disaster-prone Mr. Bean is sent to Los Angeles to guard a famous painting, but as he's unfit for any physical task, everything goes hilariously wrong.",89,NULL
s6262,Movie,"Beary Tales",Unknown,Unknown,"United States",2017-03-01,2013,TV-G,"Children & Family Movies, Documentaries, International Movies","A well-known wildlife photographer living alone in the Bohemian Forest finds himself playing mama bear to a pair of abandoned cubs.",52,NULL
s6263,"TV Show","Beast Legends",Unknown,"Steve Leonard, Francis Manapul, Kathryn Denning, Scott Edwards, Mike Paixao",Canada,2019-02-01,2010,TV-PG,Docuseries,"A diverse crew of experts dive deep into the origin stories of mythological monsters before building replicas of the creatures using 3D CGI technology.",NULL,1
s454,"TV Show",BEASTARS,Unknown,"Chikahiro Kobayashi, Sayaka Senbongi, Yuki Ono, Atsumi Tanezaki, Junya Enoki, Yuma Uchida, Takeo Otsuka, Naoto Kobayashi, Yoshiyuki Shimozuma, Nobuhiko Okamoto, Fukushi Ochiai, Takaaki Torashima, Sayumi Watabe, Genki Muro, Yuichi Iguchi, Yuko Hara, Ikuto Kanemasa, Ouchi Akane, Hibiku Yamamura, Sakura Ando, Akio Otsuka, Mitsuaki Hoshino, Kenyu Horiuchi",Japan,2021-07-15,2021,TV-MA,"Anime Series, International TV Shows","In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst.",NULL,2
s5892,Movie,"Beasts of No Nation","Cary Joji Fukunaga","Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel "King Kong" Nii Adom Quaye, Ama K. Abebrese, Kobina Amissah Sam, Francis Weddey, Richard Pepple","United States",2015-10-16,2015,TV-MA,"Dramas, Independent Movies","When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.",137,NULL
s3645,"TV Show","Beat Bugs",Unknown,"Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada",2019-07-21,2018,TV-Y,"Kids' TV","With songs made famous by the Beatles, five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard.",NULL,3
s5161,Movie,"Beat Bugs: All Together Now","Josh Wakely","Ashleigh Ball, Lili Beaudoin, Charles Demers, Rebecca Husain, Erin Mathews","Australia, Canada",2017-11-21,2017,TV-Y,"Children & Family Movies, Music & Musicals","After winning a local talent show, the Beat Bugs journey to compete on "The Bug Factor," a televised singing contest held in faraway Rocket Ship Park.",51,NULL
s6264,"TV Show","Beating Again",Unknown,"Kyung-ho Jung, So-yeon Kim, Hyun-min Yoon, Goo Jin, Hyun-joo Gong, Si-eon Lee, Yeong-gyu Park, Seok-Hwan An, Myung-Ryul Nam, Eun-ji Jo","South Korea",2017-05-22,2015,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows","After enduring both business and family upheavals, a ruthless investment director has a heart transplant and finds a new way to look at life and love.",NULL,1
s3732,Movie,Beats,"Chris Robinson","Khalil Everage, Anthony Anderson, Uzo Aduba, Emayatzy Corinealdi, Paul Walter Hauser, Dave East, Seandrea Sledge, Ashley Jackson, Megan Sousa","United States",2019-06-19,2019,TV-MA,"Dramas, Independent Movies, Music & Musicals","On Chicago's South Side, hip-hop prodigy August Monroe navigates crippling anxiety and new creative frontiers with the help of an unlikely mentor.",110,NULL
s5707,Movie,"Beauties of the Night","María Jose Cuevas","Olga Breeskin, Lyn May, Rossy Mendoza, Wanda Seux, Princesa Yamal",Mexico,2016-11-25,2016,TV-MA,"Documentaries, International Movies","Back in the days of disco, Mexico had its own stars of the night. This documentary casts new light on former queens of the Mexican burlesque scene.",92,NULL
s6265,"TV Show","Beauty & the Beast",Unknown,"Kristin Kreuk, Jay Ryan, Max Brown, Austin Basis, Nina Lisandrello, Brian White, Sendhil Ramamurthy",Canada,2016-09-19,2016,TV-14,"Crime TV Shows, Romantic TV Shows, TV Dramas","A homicide detective and a veteran who has been turned into a beast by a military experiment gone awry become allies after they meet by chance.",NULL,4
s4070,Movie,"Beauty and the Bestie","Wenn V. Deramas","Vice Ganda, Coco Martin, James Reid, Nadine Lustre, Karla Estrada, Ryan Bang, Badjie Mortiz, Alonzo Muhlach, Marco Masa, Lassy Marquez, MC Calaquian",Philippines,2019-02-27,2015,TV-14,"Action & Adventure, Comedies, International Movies","Finding himself in a desperate situation, undercover agent Emman asks his former best friend, Erika, to join him on a dangerous mission.",119,NULL
s6266,"TV Show","Beauty and the Bitches",Unknown,"Methinee Kingpayome, Son Songpaisarn, Yingying Sarucha, Pim Pimjira Jaroenlak, Jespipat Tilapornputt, Groupz Chutharut Anusin, Aon Korakot Tunkaew, Raviyanun Takerd, Nat Thephussadin Na Ayutthaya, Bam Pakakanya Charoenyos, Eye Warapairin Laphatsanitirot, Pemy Peramin Thabkaew, Darin Hansen, Hongyok Pornphan Rerkatakarn, Rattanapond Klinkulabhiran, Oliver Pupart, Organ Wacharapolmek, Patiparn Pataweekarn, Yuthana Puengklarng, Ak Akarat, Point Cholawit Meetongcom, Copter Phumin, Koii Korakod, Mila Thanapa, Mild Anis Suwit",,2019-04-23,2016,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies","Beauty pageant contestants from all over Thailand fight for the crown as they contend with drama and intrigue behind the scenes.",NULL,2
s6267,Movie,"Beavis and Butt-head Do America","Mike Judge","Mike Judge, Bruce Willis, Demi Moore, Cloris Leachman, Robert Stack, Jacqueline Barba, Pamela Blair, Eric Bogosian, Kristofor Brown, Tony Darling, David Letterman","United States",2019-11-20,1996,PG-13,"Comedies, Cult Movies","After realizing that their boob tube is gone, Beavis and Butt-head set off on an expedition that takes them from Las Vegas to the nation's capital.",81,NULL
s6268,Movie,"Bebe's Kids","Bruce W. Smith","Faizon Love, Vanessa Bell Calloway, Wayne Collins, Jonell Green, Marques Houston, Tone-Loc, Myra J., Nell Carter","United States",2019-11-20,1992,PG-13,Comedies,"When ladies' man Robin meets Jamika, he falls head over heels, but she greets him with four surprises: her son and her girlfriend Bebe's three kids.",73,NULL
s6269,Movie,"Because of Soccer","Agasyah Karim, Khalid Kashogi","Herjunot Ali, Winky Wiryawan, Erly Ashy, Laura Basuki, Tarzan, Aida Nurmala, Otto Djauhari, Indra Herlambang",Indonesia,2018-12-08,2008,TV-14,"Comedies, Dramas, International Movies","After losing a World Cup bet, two hapless buddies must use their wits to pay off their debt to a big Jakarta bookie in this action-packed comedy.",75,NULL
s3053,"TV Show","Because This Is My First Life",Unknown,"Lee Min-ki, Jung So-min, Esom, Kim Ga-eun, Park Byung-eun, Kim Min-seok, Moon Hee-kyung, Kim Byung-ok, Kim Sun-young","South Korea",2020-01-01,2017,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows","Two housemates get married for financial convenience, but discover nothing is simple when it comes to demanding in-laws, or facing their growing bond.",NULL,1
s6270,Movie,"Because We're Heading Out","Khaled El Halafawy","Hassan El Raddad, Emy Samir Ghanim, Bayyumi Fuad, Taher Abu Lela, Nesreen Ameen, Mourad Makram, Diaa El-Merghani, Juditta Salem-Wolff",Egypt,2019-04-18,2016,TV-14,"Comedies, International Movies","Trouble and high jinks ensue when a man and woman stumble on a bag full of money while out on the town.",99,NULL
s271,Movie,Beckett,"Ferdinando Cito Filomarino","John David Washington, Boyd Holbrook, Alicia Vikander, Vicky Krieps, Lena Kitsopoulou, Panos Koronis, Maria Votti","Italy, Brazil, Greece",2021-08-13,2021,TV-MA,"Action & Adventure","An American tourist goes on the run in Greece after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.",110,NULL
s2560,Movie,Becoming,"Nadia Hallgren","Michelle Obama","United States",2020-05-06,2020,PG,Documentaries,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others as she tours with "Becoming."",89,NULL
s4739,"TV Show","Becoming Champions",Unknown,Unknown,Mexico,2018-08-01,2018,TV-G,"Docuseries, International TV Shows","This series looks at the stories behind the athletes and countries that have achieved World Cup champion status.",NULL,1
s6271,Movie,"Becoming Jane","Julian Jarrold","Anne Hathaway, James McAvoy, Julie Walters, James Cromwell, Maggie Smith, Laurence Fox, Ian Richardson","United Kingdom, Ireland",2019-01-12,2007,PG-13,"Dramas, Romantic Movies","A passionate romance with roguish barrister Tom Lefroy serves as the inspiration for the works of budding novelist Jane Austen.",121,NULL
s6272,Movie,"Bedtime Stories","Adam Shankman","Adam Sandler, Keri Russell, Guy Pearce, Russell Brand, Richard Griffiths, Jonathan Pryce, Courteney Cox, Lucy Lawless, Teresa Palmer, Aisha Tyler, Laura Ann Kesling, Jackie Sandler, Lorna Scott, Dana Min Goodman, Andrew Collins, Jonathan Loughran, Jonathan Morgan Heit, Nick Swardson, Tim Herlihy, Billy Tyler, Johntae Lipscomb, Mikey Post, Sebastian Saraceno, Bill Romanowski, Sadie Sandler, Carmen Electra, Allen Covert, Kathryn Joosten, Annalise Basso, Blake Clark, Julia Lea Wolov, Sarah G. Buxton","United States",2019-03-05,2008,PG,"Children & Family Movies, Comedies","Skeeter's life is turned upside down when the fantastical stories he makes up to entertain his niece and nephew inexplicably turn into reality.",100,NULL
s5649,Movie,"Bee Movie","Steve Hickner, Simon J. Smith","Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman, Chris Rock, Kathy Bates, Barry Levinson, Larry King, Ray Liotta","United States",2017-01-01,2007,PG,"Children & Family Movies, Comedies","Barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along.",92,NULL
s4472,Movie,"Been So Long","Tinge Krishnan","Michaela Coel, Arinzé Kene, George MacKay, Ashley Thomas, Joe Dempsie, Ronke Adekoluejo, Luke Norris, Mya Lewis",,2018-10-26,2018,TV-MA,"Dramas, International Movies, Music & Musicals","A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.",100,NULL
s326,Movie,Beethoven,"Brian Levant","Charles Grodin, Bonnie Hunt, Dean Jones, Oliver Platt, Stanley Tucci, Nicholle Tom, Christopher Castile, Sarah Rose Karr, David Duchovny, Patricia Heaton, O-Lan Jones, Nancy Fish","United States",2021-08-01,1992,PG,"Children & Family Movies, Comedies","A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction.",87,NULL
s327,Movie,"Beethoven's 2nd","Rod Daniel","Charles Grodin, Bonnie Hunt, Nicholle Tom, Christopher Castile, Sarah Rose Karr, Debi Mazar, Chris Penn","United States",2021-08-01,1993,PG,"Children & Family Movies, Comedies","After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies.",88,NULL
s1655,"TV Show","Before 30","BB Sasore","Damilola Adegbite, O.C. Ukeje, Beverly Naya, Meg Otanwa, Anee Icha, Patrick Diabuah, Tunbosun Aiyedehin, Patrick Doyle",Nigeria,2020-11-24,2015,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies","Four female friends in the fast-paced city of Lagos, Nigeria endure public and private pressures to walk down the aisle by the age of 30.",NULL,1
s2412,Movie,"Before I Fall","Ry Russo-Young","Zoey Deutch, Halston Sage, Erica Tremblay, Logan Miller, Cynthy Wu, Kian Lawley, Jennifer Beals, Medalion Rahimi, Diego Boneta, Elena Kampouris, Liv Hewson, G. Hannelius, Nicholas Lea, Claire Margaret Corlett, Roan Curtis","United States",2020-06-08,2017,PG-13,"Dramas, Romantic Movies","Forced to continually relive the day she dies in a car crash, a privileged high schooler must unravel the cosmic mystery of her suddenly looping life.",98,NULL
s5092,Movie,"Before I Wake","Mike Flanagan","Kate Bosworth, Thomas Jane, Jacob Tremblay, Annabeth Gish, Dash Mihok, Jay Karnes, Lance E. Nichols","United States",2018-01-05,2016,PG-13,"Horror Movies, Thrillers","Still mourning the death of their son, Mark and Jessie welcome foster child Cody into their lives. Soon they discover he has a strange ability.",97,NULL
s6273,Movie,"Before the Flood","Fisher Stevens","Leonardo DiCaprio","United States",2018-02-01,2016,PG,Documentaries,"Leonardo DiCaprio crisscrosses the globe to investigate the consequences of man-made globe warming and the measures being taken to reverse it.",97,NULL
s2419,Movie,"Before the Summer Crowds","Mohamed Khan","Maged El Kedwany, Hana Shiha, Ahmed Dawood, Lana Mushtak, Hany El Metennawy",Egypt,2020-06-05,2016,TV-14,"Dramas, International Movies","Ahead of summer break, a couple heads to a seaside resort where intimate interactions with other villagers make for anything but a peaceful holiday.",86,NULL
s6274,Movie,"Behind "The Cove": The Quiet Japanese Speak Out","Keiko Yagi",Unknown,"Japan, United States",2017-08-25,2015,TV-14,"Documentaries, International Movies","After a documentary about the Japanese whaling industry garnered international attention, an amateur filmmaker decides to tell the rest of the story.",105,NULL
s5812,"TV Show","Behind Enemy Lines",Unknown,Unknown,"United States",2016-08-15,2001,TV-14,"British TV Shows, Docuseries","After dire setbacks in 1940, Winston Churchill commissions a new kind of fighting force: commandos trained to use stealth and audacious tactics.",NULL,1
s1302,"TV Show","Behind Her Eyes",Unknown,"Simona Brown, Eve Hewson, Tom Bateman, Robert Aramayo, Tyler Howitt, Georgie Glen","United Kingdom",2021-02-17,2021,TV-MA,"British TV Shows, International TV Shows, TV Dramas","A single mother enters a world of twisted mind games when she begins an affair with her psychiatrist boss while secretly befriending his mysterious wife.",NULL,1
s6275,Movie,"Behind the Curtain: Todrick Hall","Katherine Fairfax Wright","Todrick Hall","United States",2018-04-05,2017,TV-MA,"Documentaries, LGBTQ Movies, Music & Musicals","Follow singer and YouTube sensation Todrick Hall as he launches an original musical based on growing up gay in Texas and finding showbiz success.",100,NULL
s4100,Movie,"Behind the Curve","Daniel J. Clark",Unknown,"United States",2019-02-15,2018,TV-14,Documentaries,"Meet the growing, worldwide community of theorists who defend the belief that the Earth is flat while living in a society who vehemently rejects it.",96,NULL
s6276,"TV Show","Behind the Newsroom",Unknown,"Pok Piyatida Woramusik, Willie Ruengrit McIntosh, Charebelle Lanlalin, Tono Pakin Kumwilaisuk, Point Cholawit Meetongcom, Cee Hathaiphat, Pitta Na Pattalung, Ae Sasikarn Aphichartworasilp, Louis Pongphan Petchbuntoon, Sawitree Samipak",,2018-09-14,2015,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas","Confident and cool under pressure, top news presenter Punchalee meets her match in the conniving Dao, who'll stop at nothing to fulfill her ambitions.",NULL,1
s6277,"TV Show","Behzat Ç.",Unknown,"Erdal Beşikçioğlu, Fatih Artman, İnanç Konukçu, Seda Bakan, Berkan Şal, Ayça Eren, Berke Üzrek, Canan Ergüder, Ege Aydan, Eray Eserol, Hakan Hatipoğlu",Turkey,2017-05-19,2010,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas","An Ankara homicide detective with a dark personal life and a disdain for rules and political correctness solves murders and fights police corruption.",NULL,1
s6278,Movie,"Beiimaan Love","Rajeev Chaudhari","Sunny Leone, Rajneesh Duggal, Rajeev Verma, Daniel Weber, Yuvraj Siddharth Singh, Ziesha Nancy",India,2017-11-01,2016,TV-MA,"Dramas, International Movies, Romantic Movies","After having her heart broken by a man who seduced her at a party, a young, ambitious woman concocts a scheme to get revenge.",115,NULL
s6279,Movie,"Being AP","Anthony Wonke","Tony McCoy","United Kingdom",2016-08-15,2015,TV-14,"Documentaries, International Movies, Sports Movies","With retirement staring him in the face, an all-time-great jump jockey pursues his 20th consecutive title in his unrelenting quest for glory.",99,NULL
s5942,Movie,"Being Elmo: A Puppeteer's Journey","Constance Marks","Kevin Clash, Whoopi Goldberg","United States",2012-02-21,2011,PG,Documentaries,"Whoopi Goldberg narrates Elmo creator Kevin Clash's remarkable journey from a working-class Baltimore neighborhood to Jim Henson's "Sesame Street."",76,NULL
s6280,"TV Show","Being Mary Jane: The Series",Unknown,"Gabrielle Union, Lisa Vidal, Margaret Avery, Omari Hardwick, Latarsha Rose, Aaron D. Spears, B.J. Britt, Raven Goodwin, Richard Roundtree","United States",2017-07-01,2016,TV-14,"Romantic TV Shows, TV Dramas","Ambitious single TV journalist Mary Jane attempts to balance her career with her overbearing family and an increasingly messy love life.",NULL,4
s3113,Movie,"Being Mrs Elliot","Omoni Oboli","Omoni Oboli, Majid Michel, Ayo Makun, Uru Eke, Ime Bishop Umoh, Lepacious Bose, Seun Akindele, Sylvia Oluchy, Chika Chukwu",Nigeria,2019-12-20,2014,TV-14,"Dramas, International Movies, Romantic Movies","When a scorned wife from the city shares a cab with a troubled villager, a fiery accident forces them to live out each other's lives.",113,NULL
s4740,Movie,"Being Napoleon","Jesse Handsher, Olivier Roland","Mark Schneider, Frank Samson","United States",2018-08-01,2018,TV-MA,Documentaries,"On the 200th anniversary of the Battle of Waterloo, thousands of enthusiasts reenact the epic clash. But there can only be one Napoleon.",88,NULL
s1818,Movie,"Beirut Oh Beirut","Maroun Baghdadi","Ezzat El Alaily, Mireille Maalouf, Joseph Bou Nassar, Elie Adabachi, Philippe Akiki, Ahmed Al Zein",Lebanon,2020-10-19,1975,TV-14,"Classic Movies, Dramas, International Movies","In the aftermath of the 1967 Arab-Israeli War, four young Lebanese navigate their existence along rapidly transforming political lines.",106,NULL
s5852,Movie,Belgica,"Felix Van Groeningen, Felix van Groeningen","Stef Aerts, Tom Vermeir, Charlotte Vandermeersch, Hélène Devos, Boris Van Severen, Sara De Bosschere, Dominique Van Malder, Sam Louwyck, Stefaan De Winter, Silvanus Saow","Belgium, France, Netherlands",2016-04-15,2016,TV-MA,"Dramas, International Movies","Two brothers become partners in a modest nightclub and turn it into the hottest spot in town, but their exhilarating run of success comes at a price.",127,NULL
s5219,Movie,"Belief: The Possession of Janet Moses","David Stubbs","Kura Forrester, William Davis, Tina Cook, Hariata Moriarty","New Zealand",2017-10-15,2015,TV-MA,"Documentaries, International Movies","This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism.",90,NULL
s3317,"TV Show","Bella and the Bulldogs",Unknown,"Brec Bassinger, Coy Stewart, Jackie Radinsky, Buddy Handleson, Lilimar, Haley Tju, Dorien Wilson, Rio Mangini, Annie Tedesco","United States",2019-11-02,2015,TV-G,"Kids' TV, TV Comedies","The life of cheerleader Bella Dawson turns upside down when, in a twist of fate, she becomes quarterback for her middle school's football team.",NULL,1
s3762,Movie,Belmonte,"Federico Veiroj","Gonzalo Delgado, Olivia Molinaro Eijo, Jeannette Sauksteliskis, Tomás Wahrmann, María Noel Gutiérrez, Marcelo Fernández Borsari, Alejandro Castiglioni, Cecilia Caballero Jeske, Martín Reyes, Carolina Penadés","Uruguay, Spain, Mexico",2019-06-07,2018,TV-MA,"Dramas, Independent Movies, International Movies","An artist muddles through a midlife crisis while trying to balance his dimming career with a yearning to be a better father.",74,NULL
s6281,Movie,"Below Her Mouth","April Mullen","Erika Linder, Natalie Krill, Sebastian Pigott, Mayko Nguyen, Tommie-Amber Pirie, Melanie Leishman, Andrea Stefancikova, Daniela Barbosa",Canada,2017-08-01,2016,TV-MA,"Dramas, Independent Movies, International Movies","An engaged fashion editor begins a torrid affair with a female roofer that threatens to turn both of their lives upside down.",91,NULL
s1369,Movie,"Below Zero","Lluís Quílez","Javier Gutiérrez, Karra Elejalde, Luis Callejo, Andrés Gertrúdix, Isak Ferriz, Édgar Vittorino, Miquel Gelabert, Florin Opritescu, Àlex Monner, Patrick Criado",Spain,2021-01-29,2021,TV-MA,"Action & Adventure, International Movies","When a prisoner transfer van is attacked, the cop in charge must fight those inside and outside while dealing with a silent foe: the icy temperatures.",107,NULL
s781,"TV Show","Ben & Holly's Little Kingdom",Unknown,"Preston Nyman, Sian Taylor, Ian Puleston-Davies, Sara Crowe, Sarah Ann Kennedy, Judy Flynn, John Sparkes, David Graham","United Kingdom",2021-06-02,2019,TV-Y,"Kids' TV","In the magical Little Kingdom, friends Ben Elf and fairy princess Holly have fun adventures as they learn about teamwork, sharing and problem-solving.",NULL,2
s6282,"TV Show","Ben 10",Unknown,"Tara Strong, Montse Hernandez, David Kaye, Roger Craig Smith, Todd Haberkorn, Dwight Schultz, Daryl Sabara","United States",2018-09-30,2016,TV-Y7,"Kids' TV","Ben can transform into ten types of aliens. He'll try 'em all while adventuring across the country with his cousin Gwen and Grandpa Max.",NULL,1
s2495,Movie,"Ben Platt Live from Radio City Music Hall","Alex Timbers, Sam Wrench","Ben Platt","United States",2020-05-20,2020,TV-PG,"Music & Musicals","Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage —numbers from his debut LP, "Sing to Me Instead.”",85,NULL
s3081,Movie,"Benchwarmers 2: Breaking Balls","Jon Rosenbaum","Chris Klein, Jon Lovitz, Chelsey Reist, Lochlyn Munro, Liam Hughes, Jill Morrison, Zak Santiago, Garfield Wilson, Jonathan Silverman","United States",2019-12-31,2019,PG-13,"Comedies, Sports Movies","A rookie lawyer with an emasculating past in baseball can break into the legal world only if he manages a law firm's ragtag company softball team.",90,NULL
s1806,Movie,"Bending the Arc","Kief Davidson, Pedro Kos",Unknown,"United States",2020-10-22,2017,TV-MA,Documentaries,"This documentary follows a group of ambitious advocates whose mission to save lives in Haiti turns into a global fight for health care and justice.",102,NULL
s6283,Movie,"Beneath the Leaves","Adam Marino","Mira Sorvino, Kristoffer Polaha, Doug Jones, Paul Sorvino, Aaron Farb, Ser'Darius Blain, Christopher Backus, Christopher Masterson, Tommy Kijas, Kee Seymore, Marla Adams","United States",2019-06-08,2019,TV-MA,"Independent Movies, Thrillers","An escaped psychopathic child killer faces off against one of his former victims, who has since become a hard-nosed detective.",90,NULL
s4978,Movie,Benji,"Brandon Camp","Gabriel Bateman, Darby Camp, Kiele Sanchez, Jerod Haynes, Gralen Bryant Banks, Angus Sampson, Will Rothhaar, Jim Gleason, Brady Permenter","United Arab Emirates, United States",2018-03-16,2018,TV-PG,"Children & Family Movies, Dramas","A determined dog comes to the rescue and helps heal a broken family when a young boy and his sister stumble into some serious danger.",87,NULL
s6284,Movie,"Benji: Off the Leash","Joe Camp","Nick Whitaker, Chris Kendrick, Randall Newsome, Duane Stephens, Lincoln Hoppe, Christy Summerhays, Scott Wilkinson","United States",2018-03-06,2004,PG,"Children & Family Movies, Dramas","Benji is back in this charming story that's told from the pooch's point of view, tracking his early days as a pup to his current life in showbiz.",100,NULL
